"","player","pos","age","bref_team_id","g","gs","mp","fg","fga","fg.","x3p","x3pa","x3p.","x2p","x2pa","x2p.","ft","fta","ft.","orb","drb","trb","ast","stl","blk","tov","pf","pts","table_name","season","data_source","scrape_time"
"16631","Bob Rule","C",26,"SEA",4,0,35.5,11.8,24.5,48,0,0,0,11.8,24.5,48,6.3,7.5,83.3,0,0,11.5,1.8,0,0,0,3.5,29.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16632","Cazzie Russell","SF",26,"NYK",57,0,18.5,3.8,8.8,42.9,0,0,0,3.8,8.8,42.9,1.6,2.1,77.3,0,0,3.4,1.4,0,0,0,1.3,9.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16633","Tom Sanders","SF",32,"BOS",17,0,7.1,0.9,2.6,36.4,0,0,0,0.9,2.6,36.4,0.4,0.5,87.5,0,0,1,0.6,0,0,0,1.5,2.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16634","Dale Schlueter","C",25,"POR",80,0,22.8,3.2,6.6,48.8,0,0,0,3.2,6.6,48.8,1.8,2.7,65.6,0,0,7.9,2.4,0,0,0,3.3,8.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16635","Larry Siegfried","PG",31,"SDR",53,0,31.6,2.8,7.1,38.6,0,0,0,2.8,7.1,38.6,2.5,2.9,85,0,0,3.9,6.5,0,0,0,2.8,8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16636","Paul Silas","PF",27,"PHO",81,0,36.3,4.2,9.7,42.8,0,0,0,4.2,9.7,42.8,3.5,5.1,68.5,0,0,12.5,3,0,0,0,2.8,11.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16637","Mike Silliman","SF",26,"BUF",36,0,10.2,1,2.2,45.6,0,0,0,1,2.2,45.6,0.5,1.1,48.7,0,0,1.7,0.6,0,0,0,1,2.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16638","Jerry Sloan","SG",28,"CHI",80,0,39.3,7.4,16.8,44.1,0,0,0,7.4,16.8,44.1,3.5,4.9,71.5,0,0,8.8,3.5,0,0,0,3.6,18.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16639","Adrian Smith","SG",34,"SFW",21,0,11.8,1.8,4.2,42.7,0,0,0,1.8,4.2,42.7,1.7,2,85.4,0,0,1.1,1.4,0,0,0,1.1,5.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16640","Bingo Smith","SG",24,"CLE",77,0,30.3,6.4,14.4,44.8,0,0,0,6.4,14.4,44.8,2.3,3,76.1,0,0,5.6,3.4,0,0,0,2.3,15.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16641","Garfield Smith","C",25,"BOS",37,0,7.6,1.1,3.1,36.2,0,0,0,1.1,3.1,36.2,0.6,1.5,39.3,0,0,2.6,0.2,0,0,0,1.4,2.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16642","Greg Smith","PF",24,"MIL",82,0,29.6,5,9.7,51.2,0,0,0,5,9.7,51.2,1.7,2.6,66.2,0,0,7.2,2.8,0,0,0,3.5,11.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16643","Dick Snyder","SG",26,"SEA",82,0,34.4,7.9,14.8,53.1,0,0,0,7.9,14.8,53.1,3.7,4.4,83.7,0,0,3.1,4.3,0,0,0,3,19.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16644","Dave Sorenson","PF",22,"CLE",79,0,24.6,4.5,10.1,44.5,0,0,0,4.5,10.1,44.5,2.3,2.9,80.3,0,0,6.2,2.1,0,0,0,2.3,11.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16645","Dave Stallworth","SF",29,"NYK",81,0,19.3,3.6,8.5,43.1,0,0,0,3.6,8.5,43.1,2.1,2.8,73.5,0,0,4.3,1.3,0,0,0,2.2,9.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16646","Dennis Stewart","F",23,"BAL",2,0,3,0.5,2,25,0,0,0,0.5,2,25,1,1,100,0,0,1.5,0.5,0,0,0,0,2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16647","Bill Stricker","F",23,"POR",1,0,2,2,3,66.7,0,0,0,2,3,66.7,0,0,0,0,0,0,0,0,0,0,1,4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16648","Gary Suiter","C",26,"CLE",30,0,4.7,0.6,1.8,35.2,0,0,0,0.6,1.8,35.2,0.1,0.3,44.4,0,0,1.4,0.1,0,0,0,0.7,1.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16649","Fred Taylor","SG",22,"PHO",54,0,10.2,2,5.3,38.7,0,0,0,2,5.3,38.7,1.4,2.3,62.4,0,0,1.6,0.9,0,0,0,2.1,5.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16650","Joe Thomas","SF",22,"PHO",39,0,5.2,0.6,2.2,26.7,0,0,0,0.6,2.2,26.7,0.2,0.5,45,0,0,1.1,0.4,0,0,0,0.5,1.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16651","Rod Thorn","SG",29,"SEA",63,0,12.2,2.2,4.7,47.2,0,0,0,2.2,4.7,47.2,1.1,1.6,67.6,0,0,1.6,2.9,0,0,0,1,5.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16652","Nate Thurmond","C",29,"SFW",82,0,40.9,7.6,17.1,44.5,0,0,0,7.6,17.1,44.5,4.8,6.6,73,0,0,13.8,3.1,0,0,0,2.3,20,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16653","Rudy Tomjanovich","PF",22,"SDR",77,0,13.8,2.2,5.7,38.3,0,0,0,2.2,5.7,38.3,0.9,1.5,65.2,0,0,4.9,0.9,0,0,0,1.6,5.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16654","John Trapp","SF",25,"SDR",82,0,25.4,3.9,9.3,42,0,0,0,3.9,9.3,42,1.7,2.3,75.5,0,0,6.2,1.7,0,0,0,4.1,9.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16655","John Tresvant","PF",31,"TOT",75,0,20.2,2.7,5.8,46.3,0,0,0,2.7,5.8,46.3,1.9,2.7,71.2,0,0,5.1,1.1,0,0,0,2.6,7.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16656","Al Tucker","PF",27,"BAL",31,0,8.9,1.7,3.7,45.2,0,0,0,1.7,3.7,45.2,0.8,1,80.6,0,0,2.4,0.2,0,0,0,1.1,4.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16657","Bill Turner","SF",26,"SFW",18,0,11.1,1.4,4.6,31.7,0,0,0,1.4,4.6,31.7,0.7,1.1,65,0,0,2.3,0.4,0,0,0,1.3,3.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16658","Wes Unseld","C",24,"BAL",74,0,39.2,5.7,11.4,50.1,0,0,0,5.7,11.4,50.1,2.7,4.1,65.7,0,0,16.9,4,0,0,0,3.2,14.1,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16659","John Vallely","SG",22,"ATL",51,0,8.4,1.4,4,35.8,0,0,0,1.4,4,35.8,0.9,1.2,76.3,0,0,0.7,0.9,0,0,0,1,3.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16660","Dick Van Arsdale","SG",27,"PHO",81,0,39,7.5,16.6,45.2,0,0,0,7.5,16.6,45.2,6.8,8.4,81.1,0,0,3.9,4.1,0,0,0,3,21.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16661","Tom Van Arsdale","SF",27,"CIN",82,0,38.4,9.1,20,45.6,0,0,0,9.1,20,45.6,4.6,6.4,72.1,0,0,6.1,2.2,0,0,0,3.6,22.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16662","Norm Van Lier","SG",23,"CIN",82,0,40.5,5.8,13.9,42,0,0,0,5.8,13.9,42,4.4,5.4,81.6,0,0,7.1,10.1,0,0,0,4.2,16,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16663","Neal Walk","C",22,"PHO",82,0,24.8,5.2,11.5,45.1,0,0,0,5.2,11.5,45.1,2.5,3.3,76.5,0,0,8.2,1.4,0,0,0,3.4,12.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16664","Chet Walker","SF",30,"CHI",81,0,36.1,8,17.3,46.5,0,0,0,8,17.3,46.5,5.9,6.9,85.9,0,0,7.3,2.2,0,0,0,2.3,22,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16665","Jimmy Walker","SG",26,"DET",79,0,35,6.6,15.2,43.6,0,0,0,6.6,15.2,43.6,4.4,5.2,83.1,0,0,2.6,3.4,0,0,0,2.2,17.6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16666","Cornell Warner","C",22,"BUF",65,0,19.9,2.4,5.8,41.5,0,0,0,2.4,5.8,41.5,1.2,2.2,55.2,0,0,7,0.8,0,0,0,2.2,6,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16667","John Warren","PG",23,"CLE",82,0,31.8,4.6,11,42.3,0,0,0,4.6,11,42.3,2.2,2.6,82.9,0,0,4.2,4.2,0,0,0,3.6,11.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16668","Bobby Washington","PG",23,"CLE",47,0,17.5,2.6,6.6,39.7,0,0,0,2.6,6.6,39.7,2.2,3,74.3,0,0,2.2,4,0,0,0,2.2,7.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16669","Jim Washington","PF",27,"PHI",78,0,32.1,5.1,10.6,47.6,0,0,0,5.1,10.6,47.6,3.3,4.4,76.2,0,0,9.6,1.2,0,0,0,3.3,13.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16670","Jeff Webb","SG",22,"MIL",29,0,10.3,0.9,2.7,34.6,0,0,0,0.9,2.7,34.6,0.4,0.5,73.3,0,0,0.8,0.7,0,0,0,1.1,2.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16671","Bob Weiss","PG",28,"CHI",82,0,27.3,3.4,8,42.2,0,0,0,3.4,8,42.2,2.8,3.3,84,0,0,2.3,4.7,0,0,0,2.6,9.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16672","Walt Wesley","C",26,"CLE",82,0,29.6,6.9,15.1,45.5,0,0,0,6.9,15.1,45.5,4,5.8,68.7,0,0,8.7,1,0,0,0,3.6,17.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16673","Jerry West","PG",32,"LAL",69,0,41.2,9.7,19.6,49.4,0,0,0,9.7,19.6,49.4,7.6,9.1,83.2,0,0,4.6,9.5,0,0,0,2.6,26.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16674","John Wetzel","SG",26,"PHO",70,0,15.6,1.8,4.1,43.1,0,0,0,1.8,4.1,43.1,1.2,1.4,82.2,0,0,2.2,1.6,0,0,0,2.2,4.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16675","Herb White","PG",22,"ATL",38,0,8.3,0.9,2.2,40.5,0,0,0,0.9,2.2,40.5,0.6,1,56.4,0,0,1.3,1.2,0,0,0,1.6,2.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16676","Jo Jo White","PG",24,"BOS",75,0,37.2,9.2,19.9,46.4,0,0,0,9.2,19.9,46.4,2.9,3.6,79.9,0,0,5,4.8,0,0,0,3.4,21.3,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16677","Lenny Wilkens","PG",33,"SEA",71,0,37.2,6.6,15.8,41.9,0,0,0,6.6,15.8,41.9,6.5,8.1,80.3,0,0,4.5,9.2,0,0,0,2.8,19.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16678","Art Williams","PG",31,"BOS",74,0,15.4,2,4.5,45.5,0,0,0,2,4.5,45.5,0.8,1.1,72.3,0,0,2.8,3.1,0,0,0,2.5,4.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16679","Bernie Williams","SG",25,"SDR",56,0,12.6,2,6,33.1,0,0,0,2,6,33.1,1.2,1.4,84,0,0,1.5,2,0,0,0,1.4,5.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16680","Milt Williams","PG",25,"NYK",5,0,2.6,0.2,0.2,100,0,0,0,0.2,0.2,100,0.4,0.6,66.7,0,0,0,0.4,0,0,0,0.6,0.8,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16681","Ron Williams","PG",26,"SFW",82,0,34.3,5.2,11.9,43.6,0,0,0,5.2,11.9,43.6,4,4.8,84.4,0,0,3,5.9,0,0,0,3.7,14.4,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16682","Willie Williams","F",24,"TOT",25,0,4.2,0.4,1.7,23.8,0,0,0,0.4,1.7,23.8,0.1,0.2,60,0,0,0.9,0.3,0,0,0,0.6,0.9,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16683","George Wilson","PF",28,"BUF",46,0,15.5,2,5.8,34.2,0,0,0,2,5.8,34.2,1.2,1.5,81.2,0,0,5,1,0,0,0,2.2,5.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16684","Lee Winfield","PG",23,"SEA",79,0,20.3,4.2,9.1,46.6,0,0,0,4.2,9.1,46.6,2.1,3.1,66.4,0,0,2.4,2.8,0,0,0,1.7,10.5,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16685","Marv Winkler","G",22,"MIL",3,0,4.7,1,3.3,30,0,0,0,1,3.3,30,0.7,0.7,100,0,0,1.3,0.7,0,0,0,1,2.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16686","Gary Zeller","SG",23,"BAL",50,0,4.5,0.7,2.3,29.6,0,0,0,0.7,2.3,29.6,0.3,0.6,53.6,0,0,0.5,0.1,0,0,0,0.9,1.7,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16687","Bill Zopf","PG",22,"MIL",53,0,7.5,0.9,2.5,36.3,0,0,0,0.9,2.5,36.3,0.4,0.7,55.6,0,0,0.9,1.4,0,0,0,0.6,2.2,"player_per_game_total","1970-1971","Basketball-Reference",2014-11-26 10:35:39
"16688","Zaid Abdul-Aziz","PF",23,"MIL",80,0,20.5,3,6.8,43.4,0,0,0,3,6.8,43.4,1.5,2.3,64.3,0,0,7.5,0.8,0,0,0,2.1,7.4,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16689","Kareem Abdul-Jabbar","C",22,"MIL",82,0,43.1,11.4,22.1,51.8,0,0,0,11.4,22.1,51.8,5.9,9.1,65.3,0,0,14.5,4.1,0,0,0,3.5,28.8,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16690","Mahdi Abdul-Rahman","PG",27,"ATL",82,0,33.6,6,12.9,46.7,0,0,0,6,12.9,46.7,3.3,4,80.9,0,0,4,6.8,0,0,0,3.2,15.3,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16691","Rick Adelman","PG",23,"SDR",35,0,20.5,2.7,7.1,38.9,0,0,0,2.7,7.1,38.9,1.9,2.6,74.7,0,0,2.3,3.2,0,0,0,2.6,7.4,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16692","Lucius Allen","PG",22,"SEA",81,0,22.4,3.8,8.5,44.2,0,0,0,3.8,8.5,44.2,2.2,3.1,73.1,0,0,2.6,4.2,0,0,0,2.5,9.8,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16693","Wally Anderzunas","SF",24,"CIN",44,0,8.4,1.5,3.8,39.2,0,0,0,1.5,3.8,39.2,0.7,1,63,0,0,1.9,0.2,0,0,0,1.1,3.6,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16694","John Arthurs","G",22,"MIL",11,0,7.8,1.1,3.2,34.3,0,0,0,1.1,3.2,34.3,1,1.4,73.3,0,0,1.3,1.5,0,0,0,1.4,3.2,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16695","Al Attles","PG",33,"SFW",45,0,15,1.7,4.5,38.6,0,0,0,1.7,4.5,38.6,1.7,2.5,66.4,0,0,1.6,3.2,0,0,0,2.3,5.1,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16696","Jim Barnes","C",28,"BOS",77,0,13.6,2.3,5.6,41,0,0,0,2.3,5.6,41,1.2,1.7,74.2,0,0,4.5,0.7,0,0,0,3,5.9,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16697","Dick Barnett","SG",33,"NYK",82,0,33.8,6,12.7,47.5,0,0,0,6,12.7,47.5,2.8,4,71.4,0,0,2.7,3.6,0,0,0,2.7,14.9,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16698","Jim Barnett","SG",25,"SDR",80,0,26.3,5.6,12.5,45.1,0,0,0,5.6,12.5,45.1,3.6,4.6,79,0,0,3.8,3.6,0,0,0,2.8,14.9,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16699","Johnny Baum","SF",23,"CHI",3,0,4.3,1,3.7,27.3,0,0,0,1,3.7,27.3,0,0,0,0,0,1.3,0,0,0,0,0.3,2,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16700","Elgin Baylor","SF",35,"LAL",54,0,41,9.5,19.5,48.6,0,0,0,9.5,19.5,48.6,5.1,6.6,77.3,0,0,10.4,5.4,0,0,0,2.4,24,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16701","Butch Beard","PG",22,"ATL",72,0,13.1,2.5,5.4,46.7,0,0,0,2.5,5.4,46.7,1.9,2.3,82.8,0,0,1.9,1.7,0,0,0,1.7,7,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16702","Walt Bellamy","C",30,"TOT",79,0,25.7,4.4,8.5,52.3,0,0,0,4.4,8.5,52.3,2.7,4.7,57.6,0,0,8.9,1.8,0,0,0,3.3,11.6,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16703","Dave Bing","PG",26,"DET",70,0,33.3,8.2,18.5,44.4,0,0,0,8.2,18.5,44.4,6.5,8.3,78.3,0,0,4.3,6,0,0,0,2.8,22.9,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16704","John Block","PF",25,"SDR",82,0,26.2,5.5,12.5,44.2,0,0,0,5.5,12.5,44.2,3.5,4.5,78.2,0,0,7.4,1.7,0,0,0,3.4,14.5,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16705","Tom Boerwinkle","C",24,"CHI",81,0,28.8,4.3,9.6,44.9,0,0,0,4.3,9.6,44.9,1.9,2.8,66.4,0,0,12.5,2.8,0,0,0,3.1,10.4,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16706","Bob Boozer","PF",32,"SEA",82,0,31.1,6,12.3,49.1,0,0,0,6,12.3,49.1,3.2,3.9,82.2,0,0,8.7,1.3,0,0,0,2.9,15.2,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16707","Nate Bowman","C",26,"NYK",81,0,9.2,1.2,2.9,41.7,0,0,0,1.2,2.9,41.7,0.5,1,51.9,0,0,3.2,0.6,0,0,0,2.3,2.9,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16708","Bill Bradley","SF",26,"NYK",67,0,31.3,6.2,13.4,46,0,0,0,6.2,13.4,46,2.2,2.6,82.4,0,0,3.6,4,0,0,0,3.3,14.5,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16709","Bill Bridges","PF",30,"ATL",82,0,39.9,5.4,11.4,47.5,0,0,0,5.4,11.4,47.5,4,5.5,73.4,0,0,14.4,4.2,0,0,0,3.6,14.8,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16710","Em Bryant","PG",31,"BOS",71,0,22.8,3,7.3,40.4,0,0,0,3,7.3,40.4,1.9,2.5,74.6,0,0,3.8,3.3,0,0,0,2.8,7.8,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16711","Joe Caldwell","SG",28,"ATL",82,0,34.8,8.2,16.2,50.7,0,0,0,8.2,16.2,50.7,4.6,6.7,68.8,0,0,5,3.5,0,0,0,3.1,21.1,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16712","Fred Carter","SG",24,"BAL",76,0,16,2.1,5.8,35.8,0,0,0,2.1,5.8,35.8,1.1,1.5,69,0,0,2.5,1.6,0,0,0,1.8,5.2,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16713","Wilt Chamberlain","C",33,"LAL",12,0,42.1,10.8,18.9,56.8,0,0,0,10.8,18.9,56.8,5.8,13.1,44.6,0,0,18.4,4.1,0,0,0,2.6,27.3,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16714","Jerry Chambers","SF",26,"PHO",79,0,14.4,3.6,8.3,43,0,0,0,3.6,8.3,43,1.2,1.6,72.8,0,0,2.8,0.7,0,0,0,2.1,8.3,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16715","Don Chaney","SG",23,"BOS",63,0,13.3,1.8,5.1,35.9,0,0,0,1.8,5.1,35.9,1.3,1.7,75.2,0,0,2.4,1.1,0,0,0,1.9,5,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16716","Len Chappell","SF",29,"MIL",75,0,15.1,3.2,7,46.5,0,0,0,3.2,7,46.5,1.8,2.8,64,0,0,3.7,0.7,0,0,0,1.7,8.3,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16717","Archie Clark","PG",28,"PHI",76,0,36.5,7.8,15.8,49.6,0,0,0,7.8,15.8,49.6,4.1,5.2,78.5,0,0,4,5,0,0,0,2.6,19.7,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16718","Barry Clemens","SF",26,"SEA",78,0,19.1,3.5,7.6,45.4,0,0,0,3.5,7.6,45.4,1.4,1.8,79.3,0,0,4.1,1.5,0,0,0,2.4,8.3,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16719","Mel Counts","C",28,"LAL",81,0,27.1,5.4,12.6,42.7,0,0,0,5.4,12.6,42.7,1.9,2.5,77.6,0,0,8.4,2,0,0,0,3.8,12.6,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16720","Bob Cousy","PG",41,"CIN",7,0,4.9,0.1,0.4,33.3,0,0,0,0.1,0.4,33.3,0.4,0.4,100,0,0,0.7,1.4,0,0,0,1.6,0.7,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16721","Freddie Crawford","SG",28,"MIL",77,0,17.3,3.2,6.6,48,0,0,0,3.2,6.6,48,1.3,1.9,68.2,0,0,2.4,2.9,0,0,0,2.4,7.6,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16722","Billy Cunningham","SF",26,"PHI",81,0,39.4,9.9,21.1,46.9,0,0,0,9.9,21.1,46.9,6.3,8.6,72.9,0,0,13.6,4.3,0,0,0,4.1,26.1,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16723","Dick Cunningham","C",23,"MIL",60,0,6.9,0.9,2.4,36.9,0,0,0,0.9,2.4,36.9,0.4,0.6,66.7,0,0,2.7,0.5,0,0,0,1.2,2.1,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16724","Bob Dandridge","SF",22,"MIL",81,0,30.4,5.4,11,48.5,0,0,0,5.4,11,48.5,2.5,3.3,75.4,0,0,7.7,3.6,0,0,0,3.4,13.2,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16725","Jim Davis","C",28,"ATL",82,0,32,5.3,11.5,46.4,0,0,0,5.3,11.5,46.4,2.9,3.9,75.5,0,0,9.7,2.9,0,0,0,4.1,13.6,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16726","Mike Davis","SG",23,"BAL",56,0,23.8,4.6,10.5,44.4,0,0,0,4.6,10.5,44.4,2.7,3.4,77.6,0,0,2.3,2,0,0,0,3.1,11.9,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16727","Dave DeBusschere","PF",29,"NYK",79,0,33.3,6.2,13.7,45.1,0,0,0,6.2,13.7,45.1,2.2,3.2,68.8,0,0,10,2.5,0,0,0,3.1,14.6,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16728","Connie Dierking","C",33,"CIN",76,0,32.2,6.9,16.4,41.9,0,0,0,6.9,16.4,41.9,3,4,75.2,0,0,8.2,2.2,0,0,0,3.6,16.7,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16729","Terry Dischinger","SF",29,"DET",75,0,23.4,4.6,8.7,52.6,0,0,0,4.6,8.7,52.6,2.3,3.2,72.2,0,0,4.9,1.4,0,0,0,2.8,11.4,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16730","Johnny Egan","PG",31,"LAL",72,0,22.6,3,6.8,43.8,0,0,0,3,6.8,43.8,1.4,1.7,81.8,0,0,1.4,3,0,0,0,2.4,7.3,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16731","Joe Ellis","SF",25,"SFW",76,0,31.3,6.6,16.1,41,0,0,0,6.6,16.1,41,2.6,3.6,74.1,0,0,7.8,1.8,0,0,0,3.7,15.8,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16732","Leroy Ellis","C",29,"BAL",72,0,16.2,2.7,5.8,46.9,0,0,0,2.7,5.8,46.9,1.2,1.6,74.1,0,0,5.2,0.7,0,0,0,1.8,6.6,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16733","Keith Erickson","SF",25,"LAL",68,0,25.8,3.8,8.3,45.8,0,0,0,3.8,8.3,45.8,1.3,1.8,74.6,0,0,4.5,3.1,0,0,0,2.6,8.9,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16734","Hank Finkel","C",27,"BOS",80,0,23.3,3.9,8.5,45.4,0,0,0,3.9,8.5,45.4,2,2.9,67,0,0,7.7,1.3,0,0,0,3.7,9.7,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
"16735","Fred Foster","SF",23,"CIN",74,0,28.1,6.2,13.9,44.9,0,0,0,6.2,13.9,44.9,2.4,3.3,72.4,0,0,4.2,1.4,0,0,0,2.8,14.8,"player_per_game_total","1969-1970","Basketball-Reference",2014-11-26 10:35:39
