"","player","pos","age","bref_team_id","g","gs","mp","fg","fga","fg.","x3p","x3pa","x3p.","x2p","x2pa","x2p.","ft","fta","ft.","orb","drb","trb","ast","stl","blk","tov","pf","pts","table_name","season","data_source","scrape_time"
"97","Anthony Davis","PF",21,"NOP",13,13,36.7,10,17.7,0.565,0,0.4,0,10,17.3,0.578,5.4,6.8,0.795,3.2,8.1,11.2,1.8,2.1,3.4,1.2,1.8,25.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"98","Ed Davis","PF",25,"LAL",14,1,22.2,3.6,5.7,0.625,0,0,NA,3.6,5.7,0.625,0.9,2.1,0.414,2.7,3.9,6.6,0.7,0.7,1.4,0.7,3.5,8,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"99","Glen Davis","PF",29,"LAC",8,0,9.6,1.6,2.6,0.619,0,0,NA,1.6,2.6,0.619,0.3,0.9,0.286,0.1,1.4,1.5,0.3,0.5,0.1,0.8,2.3,3.5,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"100","Andre Dawkins","SG",23,"MIA",3,0,4.3,0.3,1,0.333,0.3,1,0.333,0,0,NA,0,0,NA,0,0.3,0.3,0,0,0,0.3,0.7,1,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"101","Austin Daye","SF",26,"SAS",10,1,12.5,1.6,6,0.267,0.8,3.1,0.258,0.8,2.9,0.276,0.2,0.2,1,0.3,2.4,2.7,0.7,0.5,0.3,1,1.6,4.2,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"102","Dewayne Dedmon","C",25,"ORL",11,0,8.5,1,2.2,0.458,0,0,NA,1,2.2,0.458,0.4,0.7,0.5,1.6,2,3.6,0.2,0.1,0.7,0.7,1.2,2.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"103","Matthew Dellavedova","SG",24,"CLE",3,0,19.7,1,3.3,0.3,0.7,1.7,0.4,0.3,1.7,0.2,0,0,NA,0.3,0.7,1,2.3,0,0.3,0,2.7,2.7,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"104","Luol Deng","SF",29,"MIA",14,14,32.4,5.6,11.1,0.506,1.3,3.1,0.409,4.4,8,0.545,2.2,3.3,0.674,1.3,3.3,4.6,1.4,1.2,0.3,1,1.6,14.8,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"105","DeMar DeRozan","SG",25,"TOR",14,14,34.6,6.7,16.8,0.4,0.1,0.9,0.154,6.6,15.9,0.414,6.6,8.2,0.809,0.6,3.6,4.3,2.7,1.6,0.1,1.8,1.8,20.2,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"106","Boris Diaw","PF",32,"SAS",13,4,28.1,3.9,8.1,0.486,0.6,2.2,0.276,3.3,5.8,0.566,0.9,1.2,0.8,1.1,4.4,5.5,3.4,0.6,0.5,1.9,2,9.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"107","Gorgui Dieng","C",25,"MIN",12,4,23.6,3.2,6.1,0.521,0,0.1,0,3.2,6,0.528,2.1,2.6,0.806,3.3,4.2,7.4,1.1,0.9,1.6,1.3,2.3,8.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"108","Spencer Dinwiddie","PG",21,"DET",3,0,10.7,0.3,2.3,0.143,0.3,1,0.333,0,1.3,0,0.7,0.7,1,0,0.3,0.3,1.7,0.3,0,1,0.7,1.7,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"109","Joey Dorsey","PF",31,"HOU",9,0,6.3,0.3,1.2,0.273,0,0,NA,0.3,1.2,0.273,0.2,0.9,0.25,0.8,1,1.8,0.2,0.2,0.2,0.4,1.6,0.9,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"110","Chris Douglas-Roberts","SG",28,"LAC",4,0,11.3,0.3,2.8,0.091,0,1.5,0,0.3,1.3,0.2,1.5,1.5,1,0.3,1.5,1.8,0.3,0,0,0,2.5,2,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"111","Goran Dragic","SG",28,"PHO",15,15,30.3,5.7,12.1,0.467,0.9,3.1,0.304,4.7,9.1,0.522,1.8,2.1,0.871,0.6,2.3,2.9,3.1,0.9,0.1,1.9,1.9,14.1,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"112","Zoran Dragic","G",25,"PHO",1,0,2,0,1,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"113","Andre Drummond","C",21,"DET",14,14,28.7,4.2,9.7,0.434,0,0,NA,4.2,9.7,0.434,1.3,2.9,0.439,3.6,7.9,11.5,0.4,0.5,1.6,1.9,3.9,9.7,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"114","Jared Dudley","SG",29,"MIL",15,9,18.2,1.5,4.1,0.377,0.6,1.9,0.31,0.9,2.1,0.438,0.4,0.5,0.75,0.4,1.4,1.8,1.3,0.5,0.1,0.5,1.2,4.1,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"115","Tim Duncan","PF",38,"SAS",12,12,29.8,4.8,10.1,0.471,0,0,NA,4.8,10.1,0.471,3.9,5.3,0.734,2.4,8.2,10.6,2.7,1,2.1,2.1,1.8,13.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"116","Mike Dunleavy","SF",34,"CHI",15,15,30.5,3.5,7.9,0.437,1.9,4.9,0.378,1.6,3,0.533,1.8,2.3,0.771,0.3,3.6,3.9,2.1,0.7,0.4,1,1.7,10.6,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"117","Cleanthony Early","SF",23,"NYK",7,0,7.7,1,2.9,0.35,0.6,1.4,0.4,0.4,1.4,0.3,0.1,0.1,1,0.1,0.9,1,0.6,0.1,0.1,0.3,0.9,2.7,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"118","Wayne Ellington","SG",27,"LAL",7,0,18.7,3.1,6,0.524,1,3,0.333,2.1,3,0.714,0.6,0.9,0.667,0.6,2.4,3,0.6,0.4,0,0.3,0.9,7.9,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"119","Monta Ellis","SG",29,"DAL",15,15,32.4,7.6,15.9,0.477,1.1,3.2,0.333,6.5,12.7,0.513,3.5,4.5,0.779,0.7,2,2.7,4.7,1.1,0.2,2.5,2.7,19.8,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"120","James Ennis","SF",24,"MIA",15,1,13.8,1.2,2.9,0.409,0.3,0.9,0.308,0.9,2.1,0.452,0.9,1.1,0.875,0.7,1.8,2.5,0.8,0.5,0.3,0.2,1.5,3.6,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"121","Tyler Ennis","PG",20,"PHO",2,0,9,0.5,2,0.25,0,0.5,0,0.5,1.5,0.333,0,0,NA,0,0.5,0.5,1.5,0,0.5,2,0.5,1,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"122","Jeremy Evans","SF",27,"UTA",5,0,2.6,0.2,0.4,0.5,0,0,NA,0.2,0.4,0.5,0,0,NA,0,0.4,0.4,0.2,0,0.2,0,0,0.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"123","Reggie Evans","PF",34,"SAC",9,0,14.3,0.9,2.9,0.308,0,0,NA,0.9,2.9,0.308,1.1,1.8,0.625,1.8,4,5.8,0.7,0.4,0.2,0.8,2.2,2.9,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"124","Tyreke Evans","SF",25,"NOP",13,13,34.7,6.1,15,0.405,1.1,2.8,0.389,5,12.2,0.409,2.3,3.6,0.638,1.4,4.8,6.2,6.2,1.1,0.2,2.8,2.8,15.5,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"125","Dante Exum","PG",19,"UTA",15,0,18.4,1.7,4.4,0.394,0.8,2.5,0.324,0.9,1.9,0.483,0.7,1.1,0.588,0.1,1.5,1.7,2.6,0.5,0.3,0.9,2,4.9,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"126","Festus Ezeli","C",25,"GSW",11,0,10.1,1.4,2.4,0.577,0,0,NA,1.4,2.4,0.577,0.5,1,0.545,1,1.7,2.7,0.3,0.4,0.8,1.4,2.5,3.3,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"127","Kenneth Faried","PF",25,"DEN",14,14,26.1,4.7,9.3,0.508,0.1,0.1,1,4.6,9.2,0.504,2.1,3.3,0.652,2.9,4.3,7.1,1.1,0.7,0.6,1.4,2.2,11.6,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"128","Jordan Farmar","PG",28,"LAC",13,0,14.2,1.3,3.7,0.354,0.8,2.2,0.393,0.5,1.5,0.3,0.3,0.3,1,0.1,1,1.1,1.9,0.6,0.1,1.2,1.5,3.8,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"129","Derrick Favors","PF",23,"UTA",15,15,30.7,6.6,11.9,0.553,0,0,NA,6.6,11.9,0.553,2.8,4.2,0.667,3.3,5.6,8.9,1.5,0.7,1.5,1.5,3.1,16,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"130","Landry Fields","SF",26,"TOR",5,0,4.4,1,1.6,0.625,0,0,NA,1,1.6,0.625,0,0,NA,0.2,0.2,0.4,0.2,0.2,0,0.8,0,2,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"131","Evan Fournier","SG",22,"ORL",15,15,34.1,5.7,12.4,0.462,2,4.4,0.455,3.7,8,0.467,3.1,4.3,0.708,0.5,1.9,2.4,2.5,0.6,0.1,1.9,2.4,16.5,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"132","Randy Foye","SG",31,"DEN",11,0,19,2.7,7.3,0.375,1.5,4.5,0.347,1.2,2.8,0.419,1.4,1.7,0.789,0.1,1.3,1.4,2,0.5,0.1,0.9,2,8.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"133","Jimmer Fredette","PG",25,"NOP",8,0,10.9,1,3.3,0.308,0.1,1,0.125,0.9,2.3,0.389,0.4,0.4,1,0,0.4,0.4,1,0.3,0,0.4,1.1,2.5,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"134","Joel Freeland","C",27,"POR",11,0,10.3,1.1,2.5,0.444,0,0,NA,1.1,2.5,0.444,0.7,0.8,0.889,1.7,1.1,2.8,0.3,0.1,0.2,0.5,2.1,2.9,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"135","Channing Frye","PF",31,"ORL",15,15,32.9,3.4,7.6,0.447,2.1,4.9,0.432,1.3,2.7,0.475,0.5,0.5,0.875,0.3,5.1,5.4,1.7,0.7,0.5,1.3,2.9,9.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"136","Danilo Gallinari","SF",26,"DEN",14,2,19.4,2.1,6.1,0.341,1.1,3.6,0.32,0.9,2.5,0.371,2.4,2.7,0.895,0.2,2.9,3.1,1.3,0.5,0.3,0.6,1.4,7.7,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"137","Francisco Garcia","SF",33,"HOU",8,0,11.9,0.9,3.8,0.233,0.6,3.1,0.2,0.3,0.6,0.4,0.1,0.4,0.333,0.1,0.8,0.9,0.6,0.9,0.4,0.6,1,2.5,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"138","Kevin Garnett","PF",38,"BRK",12,12,23.8,3.1,6.8,0.457,0,0.2,0,3.1,6.6,0.468,1.2,1.2,1,1,7.3,8.3,1.8,0.5,0.3,1.3,2.8,7.3,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"139","Marc Gasol","C",30,"MEM",14,14,35.1,7.1,14.3,0.5,0,0.1,0,7.1,14.1,0.505,5.6,6.7,0.83,1.7,6.4,8.1,3.1,1.2,1.5,2.7,2.4,19.9,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"140","Pau Gasol","PF",34,"CHI",12,12,35.2,7.8,15.8,0.495,0,0.2,0,7.8,15.7,0.5,3.6,4.8,0.754,2.3,8.2,10.5,2.2,0.7,2.3,2.1,1.8,19.3,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"141","Rudy Gay","SF",28,"SAC",13,13,36.7,7.1,15.8,0.449,1,3.1,0.325,6.1,12.7,0.479,5.9,6.8,0.875,1.3,5.2,6.5,3.8,1.1,0.5,2.8,2.3,21.1,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"142","Alonzo Gee","SF",27,"DEN",10,0,12.8,1.4,3.5,0.4,0.2,0.5,0.4,1.2,3,0.4,0.8,1.2,0.667,0.6,1.2,1.8,0.3,0.7,0.3,0.4,0.7,3.8,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"143","Taj Gibson","PF",29,"CHI",12,5,29,5.4,9.9,0.546,0,0,NA,5.4,9.9,0.546,1.6,2.7,0.594,2.4,3.4,5.8,1.7,0.8,1.1,1.1,3.3,12.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"144","Manu Ginobili","SG",37,"SAS",12,0,24.3,3.3,8.5,0.392,1,3.2,0.316,2.3,5.3,0.438,2.9,3.6,0.814,0.2,2.2,2.3,3.9,0.9,0.2,1.6,1.8,10.6,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"145","Rudy Gobert","C",22,"UTA",15,0,15.8,1.9,3,0.622,0,0.1,0,1.9,2.9,0.636,1.4,2,0.7,1.7,2.9,4.6,0.5,0.6,1.5,1,1.7,5.1,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"146","Drew Gooden","PF",33,"WAS",8,1,18.3,3,6.1,0.49,0.6,1.3,0.5,2.4,4.9,0.487,0.6,1.3,0.5,1.5,2.4,3.9,0.8,0.3,0.4,0.9,1.8,7.3,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"147","Archie Goodwin","SG",20,"PHO",6,0,7.3,0.7,2.3,0.286,0.2,0.7,0.25,0.5,1.7,0.3,1.3,1.7,0.8,0.2,1,1.2,0.5,0.2,0,0.3,1,2.8,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"148","Aaron Gordon","PF",19,"ORL",11,0,15,2.3,3.9,0.581,0.4,0.7,0.5,1.9,3.2,0.6,0.9,1.4,0.667,0.7,2.3,3,0.6,0.3,0.5,1,1.4,5.8,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"149","Ben Gordon","SG",31,"ORL",13,0,15.2,2.1,5.2,0.397,0.4,1.4,0.278,1.7,3.8,0.44,1.5,1.8,0.792,0.2,1.1,1.2,1.3,0.2,0,1.1,1.2,6,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"150","Drew Gordon","F",24,"PHI",7,0,8.4,1.1,2.4,0.471,0,0.3,0,1.1,2.1,0.533,0.1,0.3,0.5,0.9,1.1,2,0.3,0.1,0,1,0.7,2.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"151","Eric Gordon","SG",26,"NOP",12,12,31,3.6,9,0.398,1.2,3.4,0.341,2.4,5.6,0.433,1.2,1.7,0.7,0.4,1.9,2.3,2,1.2,0.3,1.4,2.6,9.5,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"152","Marcin Gortat","C",30,"WAS",13,13,30.8,5.5,10.1,0.542,0,0,NA,5.5,10.1,0.542,1.6,2.5,0.656,2.6,6.5,9.1,1,0.8,1.2,1.5,2.5,12.5,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"153","Danny Granger","F",31,"MIA",2,1,13.5,1.5,4,0.375,0,2,0,1.5,2,0.75,0,0,NA,0.5,0.5,1,0,0.5,0.5,0.5,1,3,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"154","Danny Green","SG",27,"SAS",13,12,29.4,4,8.6,0.464,2.2,5.5,0.403,1.8,3.1,0.575,1,1,1,0.6,3,3.6,1.5,1.1,1.2,1.2,2,11.2,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"155","Draymond Green","SF",24,"GSW",13,13,32.2,4.3,9.5,0.452,1.5,4.3,0.357,2.8,5.2,0.529,2.2,3,0.744,0.8,6.6,7.4,3.2,1,1.2,2.2,3.2,12.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"156","Erick Green","PG",23,"DEN",1,0,9,3,3,1,0,0,NA,3,3,1,0,0,NA,0,1,1,1,0,0,0,1,6,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"157","Gerald Green","SG",29,"PHO",15,0,20.9,5.1,11.7,0.432,1.9,5.3,0.354,3.2,6.5,0.495,2.1,2.4,0.889,0.4,2.4,2.8,1.1,0.9,0.1,1.4,2.1,14.1,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"158","Jeff Green","SF",28,"BOS",12,12,35.2,6.5,15,0.433,1.5,5.5,0.273,5,9.5,0.526,3.9,4.7,0.839,1.1,4,5.1,2,1.2,0.8,1.6,1.9,18.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"159","Willie Green","SG",33,"ORL",12,2,16.2,1.7,4.7,0.357,0.4,1.7,0.25,1.3,3,0.417,0.3,0.3,0.75,0.4,0.7,1.1,1,0.1,0.1,0.2,1.4,4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"160","Blake Griffin","PF",25,"LAC",13,13,35.2,8.8,18.5,0.473,0.2,0.5,0.5,8.5,18.1,0.472,4.4,6.5,0.679,2.2,5.2,7.5,3.9,0.5,0.3,2.5,3.3,22.2,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"161","Jorge Gutierrez","PG",26,"BRK",5,0,2,0.4,1,0.4,0,0,NA,0.4,1,0.4,0,0,NA,0,0.4,0.4,0.2,0,0,0.2,0.6,0.8,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"162","P.J. Hairston","SG",22,"CHO",8,2,13.9,1.8,4.6,0.378,1.3,3.3,0.385,0.5,1.4,0.364,0.6,0.8,0.833,0.4,1,1.4,0.9,0.1,0.4,0.6,1.6,5.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"163","Justin Hamilton","C",24,"MIA",6,0,13,1.2,2.2,0.538,0.5,1.2,0.429,0.7,1,0.667,0.3,0.3,1,1.3,1.2,2.5,0.5,0.3,0.3,0.5,1.7,3.2,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"164","Tyler Hansbrough","PF",29,"TOR",11,1,17.5,0.9,2.1,0.435,0,0.2,0,0.9,1.9,0.476,1.5,2.2,0.708,1.6,2.2,3.8,0.4,0.5,0.2,0.3,2.4,3.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"165","Tim Hardaway","SG",22,"NYK",15,3,17.7,3.3,7.8,0.419,1.3,3.7,0.364,1.9,4.1,0.468,1.3,1.5,0.826,0.1,0.9,0.9,1.2,0,0.1,0.6,1.3,9.1,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"166","James Harden","SG",25,"HOU",14,14,37.1,6.9,17.3,0.401,2.4,6.9,0.34,4.6,10.4,0.441,9,10,0.9,0.9,5.4,6.4,6.6,1.8,0.9,4.2,2.6,25.2,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"167","Maurice Harkless","SF",21,"ORL",11,1,17.5,1.8,3.9,0.465,0.3,1.5,0.188,1.5,2.5,0.63,0.4,0.5,0.667,0.8,1.9,2.7,0.7,0.5,0.1,0.7,2.3,4.3,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"168","Devin Harris","PG",31,"DAL",13,0,22.8,2.5,6.2,0.413,1.1,3.2,0.341,1.5,3,0.487,2,2.5,0.813,0.1,1.4,1.5,4,1.2,0.2,0.8,1.7,8.2,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"169","Gary Harris","G",20,"DEN",3,0,11.7,2,4.3,0.462,0.3,2,0.167,1.7,2.3,0.714,0,0.3,0,0.3,0.7,1,0.7,1.7,0.3,0.7,1,4.3,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"170","Joe Harris","SG",23,"CLE",11,0,14,1,3.1,0.324,0.7,2.4,0.308,0.3,0.7,0.375,0.3,0.4,0.75,0.1,1.1,1.2,0.9,0.2,0,0.9,2.3,3,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"171","Tobias Harris","SF",22,"ORL",14,14,36.6,7,14.9,0.469,1,2.4,0.412,6,12.5,0.48,3.8,4.6,0.815,1.6,6.8,8.4,1.8,1.2,0.7,2.2,3.2,18.8,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"172","Udonis Haslem","PF",34,"MIA",8,0,13,1.9,4,0.469,0,0,NA,1.9,4,0.469,0.8,0.8,1,1,3.4,4.4,0.4,0.1,0.1,0.4,1.8,4.5,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"173","Spencer Hawes","PF",26,"LAC",13,0,17.6,2.3,5.6,0.411,0.8,2.5,0.303,1.5,3.1,0.5,1.4,1.9,0.72,0.5,4,4.5,0.9,0.2,0.9,0.8,1.9,6.8,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"174","Chuck Hayes","C",31,"TOR",8,0,10.6,0.6,1.8,0.357,0,0,NA,0.6,1.8,0.357,0.1,0.3,0.5,0.4,1.5,1.9,1.3,0.8,0.1,0.5,1.8,1.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"175","Gordon Hayward","SF",24,"UTA",15,15,34.3,6.1,13.1,0.462,1.6,4.6,0.348,4.5,8.5,0.523,4.5,5.2,0.859,0.6,4.9,5.5,4.1,1.5,0.4,2.3,2,18.2,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"176","Brendan Haywood","C",35,"CLE",4,0,4.8,0.5,1.5,0.333,0,0,NA,0.5,1.5,0.333,0,0,NA,0.3,1,1.3,0,0.3,0.8,0.3,1,1,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"177","Gerald Henderson","SG",27,"CHO",13,7,21.5,2.2,5.8,0.382,0.5,1.5,0.316,1.8,4.4,0.404,0.8,0.8,0.909,0.3,1.8,2.1,1.4,0.6,0.1,0.6,1.2,5.7,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"178","Xavier Henry","SF",23,"LAL",9,0,9.6,0.3,1.4,0.231,0,0,NA,0.3,1.4,0.231,1.6,2.7,0.583,0.2,0.2,0.4,0.3,0.3,0,0.3,0.7,2.2,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"179","John Henson","C",24,"MIL",14,0,12.2,1.9,3.3,0.565,0,0,NA,1.9,3.3,0.565,0.5,0.7,0.7,1.4,1.4,2.7,0.5,0.2,1.1,0.6,1.3,4.2,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"180","Roy Hibbert","C",28,"IND",13,13,28.4,4.8,10.2,0.47,0,0.1,0,4.8,10.1,0.473,3.5,4.3,0.821,1.7,6.2,7.8,1.8,0.2,2.8,1.8,2.5,13.1,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"181","J.J. Hickson","C",26,"DEN",6,0,16,2.7,5.7,0.471,0,0,NA,2.7,5.7,0.471,1.7,3.2,0.526,2.3,4.8,7.2,1.3,0.2,0.5,1.3,2.7,7,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"182","Nene Hilario","PF",32,"WAS",11,11,27.1,4.7,10.1,0.468,0,0.1,0,4.7,10,0.473,1.2,2.2,0.542,1.3,3.5,4.7,2.5,1.2,0.5,2.2,2.9,10.6,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"183","Jordan Hill","C",27,"LAL",14,14,31.1,5.4,11.2,0.484,0,0.1,0,5.4,11.1,0.487,3.1,3.9,0.782,4.4,5.6,10,1.9,0.4,0.9,1.3,3.1,13.9,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"184","Solomon Hill","SF",23,"IND",14,14,34.1,4.3,10.4,0.411,0.9,3.1,0.302,3.4,7.4,0.456,2.6,3.4,0.771,1.9,4.1,5.9,1.6,1,0.2,2.1,2.3,12.1,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"185","Kirk Hinrich","SG",34,"CHI",13,9,28.6,3.2,9,0.359,1.4,3.5,0.4,1.8,5.5,0.333,1.5,2.2,0.714,0.2,1.5,1.7,4.1,1.2,0,1.8,2.7,9.4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"186","Jrue Holiday","PG",24,"NOP",13,13,33.6,5.8,13.1,0.441,1,3.2,0.317,4.8,9.9,0.481,2.5,2.7,0.914,0.8,2.2,2.9,6.5,1.4,0.5,1.4,3,15,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"187","Justin Holiday","SG",25,"GSW",6,0,5.3,0.2,1.5,0.111,0.2,0.7,0.25,0,0.8,0,0.2,0.3,0.5,0,0.2,0.2,0.3,0,0.2,0.7,0.5,0.7,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"188","Ryan Hollins","C",30,"SAC",7,0,1.6,0.3,0.3,1,0,0,NA,0.3,0.3,1,0.3,0.3,1,0.1,0.3,0.4,0.1,0.1,0,0.3,0.9,0.9,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"189","Rodney Hood","SG",22,"UTA",6,0,15.2,1.3,5.2,0.258,0.8,3.2,0.263,0.5,2,0.25,0.5,0.5,1,0.3,3,3.3,1,0.5,0.3,0.3,1.2,4,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"190","Al Horford","C",28,"ATL",12,12,29.2,6.2,11.3,0.548,0.2,0.3,0.5,6,10.9,0.55,0.8,0.9,0.818,1.8,4.7,6.4,2.4,0.7,1.2,1.1,2.3,13.3,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"191","Dwight Howard","C",29,"HOU",10,10,33.5,7.3,12.7,0.575,0,0.1,0,7.3,12.6,0.579,4.2,9.1,0.462,3,8.3,11.3,1.3,0.8,2.3,3.3,4.1,18.8,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"192","Robbie Hummel","SF",25,"MIN",9,0,13.8,1.2,3,0.407,0.3,1.6,0.214,0.9,1.4,0.615,0.3,0.7,0.5,0.7,1.6,2.2,0.3,0.1,0.3,0.4,1.8,3.1,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
"193","Kris Humphries","PF",29,"WAS",12,1,16.2,2.7,6,0.444,0,0.3,0,2.7,5.8,0.464,1.5,2.3,0.667,1.8,3.4,5.2,0.8,0.2,0.5,1,1.7,6.8,"player_per_game_total","2014-2015","Basketball-Reference",2014-11-26 10:35:39
